dQ_var,dQ_min,dQ_skew,dQ_kurt,fade_slope,fade_intercept,ir_cycle2,ir_min,avg_chargetime_5,temp_integral,cell_id,cycle_life,charge_policy,split
-4.09069207383316,-1.5463603523275369,-0.20948148446317102,-1.2152819256956615,-8.20486332715938e-06,1.0873484258074624,0.016756468,0.016480761,9.660270666666674,3312.5087322118084,b1c40,966.0,8C(15%)-3.6C,train
-4.063684103101216,-1.0289516658664888,-0.8271773429187614,4.370899142816603,-1.3855287570256206e-07,1.0828938530653474,0.016856873,0.016552322,9.676696000000003,3274.2589307130866,b1c41,1051.0,8C(15%)-3.6C,test
-3.670301164204065,-1.3486829124767143,-0.0004669847242842862,-1.2597156466344561,2.113598021033933e-06,1.0837813903393108,0.0167679,0.016511114,8.943506333333348,3324.9216571477723,b1c42,702.0,8C(25%)-3.6C,train
-3.665037198526454,-1.3423770129194077,-0.2240162055443643,-1.3156192782509655,-2.401481014224145e-05,1.0717469502667487,0.016111452,0.015904058,8.943327000000007,3300.6384832094623,b1c43,651.0,8C(25%)-3.6C,test
-3.422325446785457,-1.2333459526566974,0.14798084973516484,-1.2802584997972972,-3.3615460729745583e-05,1.0885564602143882,0.017436398,0.017142953,8.226860333333335,3222.779884798966,b1c44,616.0,8C(35%)-3.6C,train
-3.4231969078757474,-1.2321222779177947,0.12554701108526536,-1.280475118990162,-1.2920053184917479e-05,1.0878183732174806,0.016685704,0.016382927,8.193651333333321,3267.0541917185533,b1c45,599.0,8C(35%)-3.6C,test
-2.7744375603533507,-0.9084755329634433,0.5979220270614367,-0.8771877448325744,-0.0003547307619047633,1.0788386304733038,0.017505454,0.016423751,10.27217300000004,2974.8226311614108,b2c0,300.0,1C(4%)-6C,train
-2.7346015421984182,-0.8620563506563205,0.8138418473274761,-0.6480183905899386,-0.0010921046972170673,1.084408327436858,0.017582141,0.016267318,10.324119000000064,3208.5952946653124,b2c1,148.0,2C(10%)-6C,test
-3.7149144378470265,-1.3695624388114935,0.008791130032171544,-1.3104963342017997,-1.2791405071125898e-05,1.0786796212545866,0.017894397,0.017209327,10.077079666666688,3241.8432106267674,b2c2,438.0,2C(2%)-5C,train
-2.906422932772854,-0.9851950678674123,0.37268424645335896,-1.0448448697223827,-0.00022737416821274825,1.072520538134405,0.016825944,0.015852956,10.141046666666663,3331.861574484728,b2c3,335.0,2C(7%)-5.5C,test
-3.4476133369770907,-1.2306332808484914,0.33577713203609477,-1.0363919260253358,-0.00010675010018552739,1.0773306450084512,0.016936054,0.015997788,10.132153999999911,3257.34206431395,b2c4,444.0,3.6C(22%)-5.5C,train
-3.5903896696089355,-1.2908865201585882,-0.10570699029360442,-1.2982672175265912,-1.137659863948395e-06,1.072032035804576,0.017180175,0.016727364,10.147908666666627,3173.1990177109124,b2c5,480.0,3.6C(2%)-4.85C,test
-3.2793549463714453,-1.1590510746672218,0.49600253250229714,-0.9826714762189623,-0.00021438584662956776,1.0756582428245718,0.016829265,0.015648872,10.210921999999991,3244.5683821534185,b2c6,511.0,3.6C(30%)-6C,train
-3.611190949818468,-1.3276514101570185,0.18762799772774844,-1.2115710746751405,-6.00139245516439e-05,1.0745925687379918,0.018265773,0.017548179,10.10301099999997,3307.3758640198635,b2c10,561.0,3.6C(9%)-5C,test
-3.604359926111958,-1.314821061645703,0.25499857600325454,-1.1506225315062,-4.145734199134551e-05,1.0763249385829725,0.017606791,0.017036082,10.125438666666692,3287.6891779330535,b2c11,477.0,4C(13%)-5C,train
-3.3592716144898462,-1.1872050097392868,0.4059078623790879,-1.002183965898359,-0.0001480130797773675,1.0765019741393522,0.017133227,0.016133603,10.181822000000006,3326.448461697777,b2c12,458.0,4C(31%)-5,test
-3.2432876227164513,-1.139363123323495,0.0692680084522915,-1.1839368889666582,-0.00012120364131107278,1.0851543129795915,0.017087275,0.016480118,10.263220333333303,3303.0599334586477,b2c13,483.0,4C(40%)-6C,train
-3.490869916900237,-1.2634131098683452,-0.12479651744949363,-1.2488065433696076,-3.970303030306883e-06,1.082271562222222,0.017164165,0.016895344,10.115093666666702,3253.9720828737895,b2c14,485.0,4C(4%)-4.85C,test
-3.4592934094504706,-1.2721024154104195,-0.13538188667830905,-1.034494899643071,2.056589610389559e-05,1.0735338261673877,0.017780064,0.016974878,10.168702999999997,3111.5974747992873,b2c17,494.0,4.4C(24%)-5C,train
-3.7410656837353833,-1.381698866552416,0.30177876415491817,-1.075921879480115,-8.156308843537451e-05,1.0682831104394963,0.017536523,0.016697574,10.192589666666704,3262.72066610075,b2c18,487.0,4.4C(47%)-5.5C,test
-3.356591587139877,-1.2170011929120412,0.037457722344173265,-1.2610667364152501,-0.00017850782312925164,1.0512770323129244,0.017928939,0.01643493,10.352409666666693,3211.648525599598,b2c19,461.0,4.4C(55%)-6C,train
-3.584619070559575,-1.2080876985210884,-0.30409358115150426,-0.7490237215890678,-6.3003797155350665e-06,1.088277041587714,0.017545482,0.017116761,10.164650999999964,3232.5918742668164,b2c20,502.0,4.4C(8%)-4.85C,test
-3.353839331946731,-1.1959369065183503,-0.08542201851886277,-1.2497897041037112,-4.397544712431207e-05,1.0821369467932385,0.017655412,0.017165525,10.1260073333334,3203.513862817374,b2c21,489.0,4.65C(19%)-4.85C,train
-3.567111116227107,-1.2628830748492834,-0.09410442632945137,-1.275487446713487,-8.084566481132989e-06,1.0846159310723553,0.017338831,0.016888004,10.13653066666661,3161.1425308430853,b2c22,513.0,4.65C(44%)-5C,test
-3.456588229162602,-1.2320784270010303,0.09465543903026943,-1.222812228760179,-6.655335683363984e-05,1.0789011737237677,0.017877026,0.01690297,10.279640999999973,3192.9846960728455,b2c23,527.0,4.65C(69%)-6C,train
-3.7836345979398214,-1.1674024222794606,-1.1734269466780884,2.5087516435921584,2.7728014842224286e-06,1.0719389194475368,0.017488673,0.016777694,10.059332666666549,2977.95628203131,b2c24,495.0,4.8C(80%)-4.8C,test
-3.5974021372129963,-1.2808120812271029,0.07795088058585341,-1.2814514185638524,-3.0330352504640457e-05,1.0720936338363223,0.017678419,0.016953357,10.062100333333365,2950.9031023816324,b2c25,461.0,4.8C(80%)-4.8C,train
-3.5565277688338512,-1.2812910244236877,0.08785789704393017,-1.11560327191706,-3.7005583178725494e-05,1.0825613140350439,0.018048871,0.017301282,10.027302333333354,3134.1915114304716,b2c26,471.0,4.8C(80%)-4.8C,test
-3.782516625648434,-1.401616635389844,0.07188862216080273,-1.2308225015279708,4.945726654290609e-07,1.0705976959859818,0.017624324,0.017141469,10.148966666666675,3168.2962562742487,b2c27,468.0,4.9C(27%)-4.75C,train
-3.7999012710340665,-1.4193949463882494,-0.10864848081439026,-1.1770383538731053,6.730389610389481e-06,1.0763528662914856,0.017233955,0.01686197,10.153167000000055,3273.1197781212677,b2c28,509.0,4.9C(61%)-4.5C,test
-3.6417016360306165,-1.3517537144723988,-0.37172156462024575,-1.2595851670874572,3.2791438466294914e-05,1.0765747517897335,0.017144648,0.016837668,10.131290333333357,3315.2221787458934,b2c29,498.0,4.9C(69%)-4.25C,train
-3.7371925852429775,-1.3826619869502395,-0.08916269658485831,-1.2897305143539846,8.458444032158853e-06,1.0717198446068847,0.017789029,0.017394017,10.115332666666655,3208.246604724019,b2c30,481.0,5.2C(10%)-4.75C,test
-3.7445144617916286,-1.3864950484549023,0.028861671850546753,-1.2349804379466987,1.2657374149657487e-05,1.0785736395749328,0.01768863,0.017417014,10.146851666666723,3146.8691571097065,b2c31,492.0,5.2C(37%)-4.5C,train
-3.6851811323025743,-1.3655901940618829,-0.1755382302885589,-1.24849067785664,1.7829948051945425e-05,1.0787645322453097,0.017645668,0.017273866,10.130383000000002,3291.516078807269,b2c32,519.0,5.2C(50%)-4.25C,test
-3.6120510468108287,-1.3337787888141908,-0.16090646172631787,-1.3181967214972776,2.068756709957001e-05,1.0835212896334772,0.017695136,0.017406421,10.129141000000041,3264.2527327545235,b2c33,520.0,5.2C(58%)-4C,train
-3.758431250590115,-1.391474552134811,-0.3014335847545629,-1.1313795903837083,2.092682498454203e-05,1.0736106127338685,0.017662423,0.017337065,10.16417333333336,3309.6811186555606,b2c34,499.0,5.2C(66%)-3.5C,test
-3.479989416052827,-1.2596740040982313,-0.24375303803661513,-1.2506723631308991,-2.804415584435926e-07,1.0733551984790763,0.017460613,0.016969517,10.113660999999992,3329.794110192383,b2c35,463.0,5.2C(71%)-3C,train
-3.5070816259750828,-1.2900958004250604,-0.3691567157776837,-1.2853281791434408,2.405576004948259e-05,1.0839450360354559,0.02021559,0.020022187,10.147711333333282,3308.0504729871336,b2c36,535.0,5.6C(25%)-4.5C,test
-3.5116790298526,-1.3001966182340756,-0.13120751832905805,-1.4230664266538013,3.505037847867332e-05,1.0788960700915267,0.018226312,0.01798249,10.09795166666668,3162.593969024719,b2c37,478.0,5.6C(38%)-4.25C,train
-3.5698860078418138,-1.306891183231994,0.07197194171388153,-1.3095475547799174,1.645809276437894e-05,1.074105116056895,0.017847016,0.017577264,10.148489333333321,3185.2689138156124,b2c38,465.0,5.6C(47%)-4C,test
-3.452203945354501,-1.2547908048260368,-0.005993107244761404,-1.3456198288398826,3.186357946814643e-05,1.0842843988612656,0.018174672,0.017882114,10.144538333333378,3180.846359701031,b2c39,459.0,5.6C(58%)-3.5C,train
-3.5329508542339263,-1.2884862520520135,-0.06497964569347188,-1.2308614658958592,-1.9930679035256196e-05,1.0822686636206968,0.017582053,0.016943704,10.131397333333299,3300.764381096322,b2c40,499.0,5.6C(5%)-4.75C,test
-3.684675228275558,-1.3476565227372301,-0.22185249698241283,-1.1305399699911458,1.6646565244273733e-05,1.073882671637188,0.0179385,0.017491397,10.12803633333339,3280.119791887383,b2c41,429.0,5.6C(65%)-3C,train
-3.53149698147879,-1.2055677074203344,-0.060829184851071444,-1.2427938170657211,1.1841173778610428e-05,1.0825180445817346,0.017394457,0.016997622,10.130496666666636,3280.6312733674713,b2c42,466.0,6C(20%)-4.5C,test
-3.32241831737248,-1.1813108415317748,-0.06534180580373194,-1.29798110107877,1.2511228200380658e-05,1.0789762526143056,0.01812768,0.017879792,10.129241999999987,3268.1622667086126,b2c43,462.0,6C(31%)-4.25C,train
-3.4580794172285283,-1.2433114025108578,-0.0074050602471441565,-1.2550284711118087,2.2273128014836834e-05,1.0752136421884144,0.01761589,0.017408777,10.130447000000036,3269.805380204779,b2c44,457.0,6C(40%)-4C,test
-3.575745782908104,-1.306055458374421,-0.12542582161838964,-1.2929458704415566,-7.060436611009122e-06,1.0748679741863527,0.017153347,0.01683791,10.098001000000124,3229.018429783872,b2c45,487.0,6C(4%)-4.75C,train
-3.3537534239169307,-1.1967635909134895,0.053674426600940496,-1.2606064102505072,2.937985776128187e-05,1.0776319656380122,0.017752018,0.017551575,10.146967666666654,3198.8230725424983,b2c46,429.0,6C(52%)-3.5C,test
-4.070974119289717,-1.544625866426051,-0.3097853313422098,-1.157715322945633,-9.553367965369552e-06,1.0493891550995669,0.017923383,0.017025596,10.113717333333335,3208.146408376505,b2c47,713.0,6C(60%)-3C,test
-4.232672662805281,-1.6271699798394041,-0.18675345575722668,-1.1863457991117574,-5.346195423626031e-06,1.07065909132014,0.015398955,0.015180224,10.044810999999996,3187.290469847478,b3c0,1009.0,5C(67%)-4C-newstructure,secondary_test
-4.248604843132753,-1.6373142109052816,-0.2632601355085377,-1.1465173691964738,-1.4719340754480143e-05,1.0684723580956494,0.015162034,0.014931546,10.041286666666613,3448.3996099319056,b3c1,1063.0,5.3C(54%)-4C-newstructure,secondary_test
-4.119550954352129,-1.5661764820919957,-0.46496289557344284,-1.0182358646191776,-1.2654854669141905e-05,1.0652984177901463,0.015006617,0.014885032,10.042209999999953,3572.2905025267796,b3c3,1115.0,5.6C(36%)-4.3C-newstructure,secondary_test
-4.191086917521082,-1.6104092229980247,-0.3992593678426609,-1.1175252755089269,-5.233104514546137e-06,1.074804658027211,0.015246842,0.015085269,10.0452386666667,3179.5982258850536,b3c4,1048.0,5.6C(19%)-4.6C-newstructure,secondary_test
-4.096562812015636,-1.5800066294471036,-0.15360267363145677,-1.2852366027363327,-1.602090043289774e-05,1.0539742073362188,0.015374157,0.015130546,10.042310999999994,3520.453845414198,b3c5,828.0,5.6C(36%)-4.3C-newstructure,secondary_test
-3.516391238108188,-1.2682036583206473,0.4736154870227014,-0.8745112223668996,-0.0002023977884972222,1.0640819993345705,0.013527169,0.013527169,10.06407566666666,3376.613347233341,b3c6,667.0,3.7C(31%)-5.9C-newstructure,secondary_test
-4.487421812361014,-1.7660246318906991,-0.31655733990633544,-1.1715133068494883,-2.3574483611610727e-06,1.070297655118944,0.015535541,0.015372629,11.041701999999983,3246.8975282730553,b3c7,1836.0,4.8C(80%)-4.8C-newstructure,secondary_test
-4.109640654356949,-1.5703403508022213,-0.19727217699029784,-1.2429268812025023,-3.3089511440911376e-06,1.0681748474174393,0.015438134,0.01520093,10.04477733333338,3272.496891849428,b3c8,828.0,5C(67%)-4C-newstructure,secondary_test
-3.9939576101373704,-1.53077956665048,-0.03277846944917191,-1.3142089421090284,6.68053184916058e-07,1.0728252555501954,0.015903223,0.015742281,10.041805000000021,3275.74465408605,b3c9,1039.0,5.3C(54%)-4C-newstructure,secondary_test
-4.4099246067294215,-1.7182628092520935,-0.22796675816152737,-1.1792599794469931,-2.8759653679635088e-06,1.0645252641327554,0.015551002,0.015318613,11.048105333333327,3220.9453464794196,b3c10,1078.0,4.8C(80%)-4.8C-newstructure,secondary_test
-3.896726877988431,-1.4717263025529188,-0.12595890276774158,-1.2528768024787007,-1.7682165739029632e-05,1.070729462169862,0.015608084,0.015485173,10.041697666666636,3386.169965260296,b3c11,817.0,5.6C(19%)-4.6C-newstructure,secondary_test
-3.9398583422941527,-1.494952254717381,0.006490341937428591,-1.2758881070586117,-6.6794632034672655e-06,1.0766760324213562,0.016139418,0.01599754,10.042901999999932,3288.836742050336,b3c12,932.0,5.6C(36%)-4.3C-newstructure,secondary_test
-4.090024042413784,-1.5566671904854605,-0.23712854400837696,-1.1807143428309959,-1.2185193568341783e-05,1.069335077195217,0.015250437,0.01506449,10.042198000000061,3377.650842903568,b3c13,816.0,5.6C(19%)-4.6C-newstructure,secondary_test
-4.01536433554015,-1.533261333803243,-0.1839024521756024,-1.2897513384868775,4.6361076066727265e-06,1.0767793645726649,0.015668793,0.015496999,10.04200033333332,3278.8340706012264,b3c14,858.0,5.6C(36%)-4.3C-newstructure,secondary_test
-3.991596264415281,-1.522449033470844,-0.12916754832316857,-1.2850690313351478,-1.156462213976474e-05,1.0711365179513497,0.015417448,0.01525728,10.041802666666626,3317.5444987910205,b3c15,876.0,5.9C(15%)-4.6C-newstructure,secondary_test
-4.684958313199335,-1.8585439951250575,-0.1203876013091073,-0.9834876467584532,-9.691301175018761e-06,1.0640031119154811,0.015453937,0.015253145,11.04680833333332,3459.1935281644664,b3c16,1638.0,4.8C(80%)-4.8C-newstructure,secondary_test
-4.4347635453947625,-1.735318851227462,-0.03615367810342518,-0.9197597804487097,-5.833125541120238e-06,1.0673452964733043,0.015524552,0.01535425,10.042222666666735,3472.1564969108745,b3c17,1315.0,5.3C(54%)-4C-newstructure,secondary_test
-4.2361408052733385,-1.6267304723034561,-0.2135996549917343,-1.0650985385563525,-2.927494124922568e-05,1.0703619310946189,0.015098186,0.014978203,10.043540666666715,3493.8503846663375,b3c18,1146.0,5.6C(19%)-4.6C-newstructure,secondary_test
-4.152025460836121,-1.5878423810589701,-0.11945875207062093,-1.116976402393648,-2.9691358070504438e-05,1.0742350855242218,0.015555796,0.015178323,10.043592666666616,3474.7375941530695,b3c19,1155.0,5.6C(36%)-4.3C-newstructure,secondary_test
-4.096326956205182,-1.5629790396007919,-0.31101567790824086,-1.1725624472133143,-7.154074211500192e-06,1.0678147557645838,0.015409848,0.015206913,10.04304966666663,3277.110125715438,b3c20,813.0,5C(67%)-4C-newstructure,secondary_test
-3.69302296781005,-1.3556601321773505,0.5049050540068984,-0.8416938334814486,-0.0001594917019171322,1.070112266696763,0.013943589,0.01394002,10.069693333333367,3455.1395422303394,b3c21,772.0,3.7C(31%)-5.9C-newstructure,secondary_test
-4.045689718369744,-1.5490311248967303,0.08393697946789667,-1.2600370342562799,-1.5988764378483083e-05,1.0589703502156254,0.015852775,0.015614755,10.043578999999978,3426.4589598444013,b3c22,1002.0,5.9C(60%)-3.1C-newstructure,secondary_test
-4.126906961197384,-1.5950004935511537,-0.3168711409929122,-1.2730145609387244,9.6505887445875e-06,1.0499490280548336,0.015751192,0.01550305,10.042448999999905,3434.072896597181,b3c24,825.0,5C(67%)-4C-newstructure,secondary_test
-4.131881674898488,-1.5705431219728667,-0.3255463337884411,-1.1112958002231854,6.950843537418871e-06,1.064468012030096,0.015752004,0.015591009,10.041910666666713,3522.604525299782,b3c25,989.0,5.3C(54%)-4C-newstructure,secondary_test
-4.2092593997088175,-1.6098086948768415,-0.31103342410468127,-1.0824550820707708,-4.2884230055903015e-07,1.0751341679270245,0.015693368,0.015538619,10.041591000000043,3538.8457371522354,b3c26,1028.0,5.6C(19%)-4.6C-newstructure,secondary_test
-4.110813329369719,-1.5643296999051237,-0.33282569455991384,-1.1391087082302551,-4.0353704390864875e-06,1.0639148665186557,0.015073455,0.014868693,10.045377999999959,3495.536358708669,b3c27,850.0,5.6C(36%)-4.3C-newstructure,secondary_test
-3.4413421693731294,-1.2343548598227947,0.28365287460596084,-0.9909582248733639,-0.00019802208534322756,1.0546211465545243,0.013169404,0.013169404,10.060723333333396,3533.9919405326245,b3c28,541.0,3.7C(31%)-5.9C-newstructure,secondary_test
-4.050036075664458,-1.5430806300852127,-0.30811969512138304,-1.203739597217476,4.077620284472189e-06,1.0702923110624611,0.014962286,0.014745088,10.04143366666666,3095.0260440725424,b3c29,858.0,5.9C(15%)-4.6C-newstructure,secondary_test
-4.143468426315687,-1.5856105635743816,-0.3271086974531235,-1.1339655214970952,-3.416536796534243e-06,1.071880174689754,0.015732529,0.015509814,10.04379833333335,3192.0688216127905,b3c30,935.0,5.3C(54%)-4C-newstructure,secondary_test
-3.823472128504606,-1.4406933481569062,-0.09722324757314775,-1.307164225143917,-8.999562152133179e-06,1.071258665548546,0.015983483,0.015812302,10.046282666666617,3366.003039455764,b3c31,731.0,5.9C(60%)-3.1C-newstructure,secondary_test
-4.370589515925665,-1.6877564311358375,-0.3838451954875736,-1.0364521706953245,-1.2591045145338765e-05,1.062801338251907,0.015511206,0.015279103,10.043406333333355,3277.603874350284,b3c33,1284.0,5C(67%)-4C-newstructure,secondary_test
-4.293400663403529,-1.6617242734533288,-0.16659441081370607,-1.1554688551312442,-2.115797278911987e-05,1.0643250697435578,0.015438841,0.015220164,10.044258999999972,3542.1640922428705,b3c34,1158.0,5.3C(54%)-4C-newstructure,secondary_test
-4.218237357481185,-1.6283715762403852,-0.2959521630119299,-1.1420949863322543,-1.953093877550817e-05,1.0654954172714899,0.01549053,0.015308049,10.04338400000003,3517.7612086804015,b3c35,1093.0,5.6C(19%)-4.6C-newstructure,secondary_test
-4.236705340009495,-1.6274086403197767,-0.21989800705842422,-1.114664648639003,-2.197191960420188e-05,1.0604838153745615,0.015267849,0.015083324,10.043716000000035,3552.028086170616,b3c36,923.0,5.6C(36%)-4.3C-newstructure,secondary_test
-4.336641385857311,-1.6846148377511914,-0.056939847084541355,-1.1901372561238346,-8.787589363021427e-06,1.0724309185726653,0.015988033,0.015742945,10.044764333333394,3439.8377956566505,b3c38,1935.0,5C(67%)-4C-newstructure,secondary_test
-4.443138111354001,-1.75103494038074,-0.2986549867570685,-1.0598844115073323,-6.583238095233322e-06,1.050918795647907,0.015740704,0.015480768,10.04399866666669,3354.8151621442375,b3c39,1156.0,5.3C(54%)-4C-newstructure,secondary_test
-4.309705344735928,-1.6553691900548495,-0.3310993539886821,-1.0529686986563336,-7.692147186143209e-06,1.0633916873852807,0.015561919,0.015254971,10.043555666666652,3371.287711804732,b3c40,796.0,5.6C(19%)-4.6C-newstructure,secondary_test
