dQ_var,dQ_min,dQ_skew,dQ_kurt,dQ_iqr,dQ_mean,fade_slope,fade_intercept,qd_diff_2_max,ir_cycle2,ir_min,ir_slope,avg_chargetime_5,temp_integral,temp_min,temp_max,cell_id,cycle_life,charge_policy,split
-4.048738886513733,-1.5481536730053467,-0.2634752841050489,-1.298233222446471,-1.7621769094703335,-1.9232256932913123,2.6234124922698223e-05,1.074764976800659,0.006877699999999987,0.017121186,0.016649306,-7.309511441002062e-09,8.611742666666668,3274.6688171939036,29.769632,37.818813,b1c14,[[880.]],5.4C(60%)-3C,test
-4.025167590102825,-1.5401256181623297,-0.4664676562056214,-1.2281123797806603,-1.7421751613418561,-1.9624768578613334,2.904936054421284e-05,1.0661753684708304,0.008215100000000142,0.017168047,0.016542939,5.750906988249339e-07,8.645039666666671,3281.6242903351717,29.44138,38.47617,b1c15,[[719.]],5.4C(60%)-3C,train
-4.101591309254797,-1.5594277738622802,-0.08224682533019421,-1.237678780181304,-1.8166902037736097,-1.90118287491203,2.3160274582555584e-05,1.0852883825619455,0.007425499999999863,0.01683085,0.0,8.855105652442733e-06,8.093809666666676,3209.299092124971,29.542667,37.566532,b1c16,[[862.]],5.4C(60%)-3.6C,test
-3.997218107234343,-1.5195208556855826,-0.2997156188803044,-1.2846575666180347,-1.7351637829349076,-1.9009981247190608,1.7886231292523448e-05,1.0761940385677173,0.007173799999999897,0.016778639,0.016238289,1.529045318491073e-06,8.110859333333337,3176.78663199491,29.182228,37.208405,b1c17,[[857.]],5.4C(60%)-3.6C,train
-3.664001737186456,-1.3630779264684996,-0.06537570497015188,-1.383117457557724,-1.5831813509773514,-1.6950007535072418,-0.0002945415905998791,1.1014650039488763,1.8179140000000003,0.019886132,0.015845969,-5.991890807668526e-05,7.966195666666669,3151.274670286184,29.688587,36.084282,b1c18,[[691.]],5.4C(70%)-3C,test
-3.6343701367071035,-1.350035823838756,-0.2890597420994057,-1.3148165158702336,-1.5602138939442503,-1.7078751478443899,-1.0355845392700724e-05,1.0888966198321992,0.004190699999999881,0.016449727,0.016205151,8.96464860853479e-07,7.933153666666664,3271.364454310662,29.91865,37.49086,b1c19,[[788.]],5.4C(70%)-3C,train
-3.363507130071331,-1.2038665836444875,0.2557789609088581,-1.0898909258045546,-1.5169801062530177,-1.480610510150828,-0.00013977618181817777,1.0769696711313128,0.003094200000000047,0.015740737,0.0,3.818678849721531e-06,7.20708666666668,3183.139279736961,29.662241,35.504932,b1c20,[[534.]],5.4C(80%)-5.4C,test
-3.3422972190384663,-1.190852909395032,-0.09599544059877287,-1.1488812926670497,-1.493778785048132,-1.509413752037642,-8.178444155844591e-05,1.0863975044992782,0.0034874000000000294,0.015348774,0.0,7.496890327767531e-06,7.185390333333338,3280.5603974242968,29.948643,37.615559,b1c21,[[559.]],5.4C(80%)-5.4C,train
-4.029666035704335,-1.5244336066931528,-0.12334341519859611,-1.244859507344768,-1.777557302311701,-1.870661266251375,-6.950910327772603e-06,1.0828155540024733,0.004492999999999858,0.016937815,0.016472535,1.389480457637566e-06,9.16092400000002,3167.086680170319,29.545927,36.165897,b1c23,[[1014.]],6C(30%)-3.6C,test
-3.9250816786805744,-1.4880158027614023,-0.3245988046886833,-1.2772125991334478,-1.704515945325246,-1.8475788599030754,2.024258503403737e-06,1.077929949685013,0.004539499999999919,0.016687831,0.016390581,1.5595947186147017e-06,9.711639333333338,3304.428331230595,30.30908,37.596226,b1c24,[[1017.]],6C(40%)-3C,train
-3.9972287132910425,-1.5156434615482994,-0.34649363043270937,-1.2510345515622412,-1.7345257633497635,-1.8866245916849083,5.12931354361571e-07,1.0788217283797148,0.004678599999999866,0.016699277,0.016397864,1.3856464687692735e-06,9.693922666666676,3351.00715032098,30.400667,38.670872,b1c25,[[854.]],6C(40%)-3C,test
-3.776006370634551,-1.4068805367492165,-0.12343656114125279,-1.2733408671859159,-1.6460680038152509,-1.739538663957709,-1.521046134818085e-05,1.0913500214075447,0.003894800000000087,0.016376387,0.016129743,1.6321409894866689e-06,8.612085999999998,3282.4849920540746,30.189548,37.077717,b1c26,[[870.]],6C(40%)-3.6C,train
-3.8339084154439664,-1.435252504140078,-0.29744779638445606,-1.2301666379763128,-1.676855421218123,-1.7966109805973804,-1.0758799010519626e-05,1.0825847381434752,0.003953399999999885,0.016174601,0.015953196,1.8507288682745969e-06,8.644218999999989,3355.6020303685223,30.495707,38.178074,b1c27,[[842.]],6C(40%)-3.6C,test
-3.829274655012454,-1.4213913125307793,-0.14019608763400415,-1.253101341928139,-1.6621024471187482,-1.7650951889534685,-7.726680272115018e-06,1.0810896899868068,0.003846999999999934,0.016742077,0.016467512,2.073844860853461e-06,8.893930333333337,3343.6062519791576,30.421293,38.303513,b1c28,[[860.]],6C(50%)-3C,train
-3.8246334539101077,-1.4272987466248848,-0.14122285665008763,-1.284826671046729,-1.6508184109510804,-1.772413927756428,-5.212719851575346e-06,1.0830486699245512,0.004349200000000053,0.016626336,0.016308507,1.8976728633271178e-06,8.94348133333333,3237.7114457540215,30.240517,36.258759,b1c29,[[917.]],6C(50%)-3C,test
-3.7483119064016144,-1.3900579606401087,-0.2690043630808585,-1.2351590425315913,-1.631477913034952,-1.749462447008759,-1.6368218923929572e-05,1.083658496336837,0.003954500000000083,0.016072329,0.015838005,1.8543058256030244e-06,8.110795666666666,3320.468742385531,30.457619,37.483994,b1c30,[[709.]],6C(50%)-3.6C,train
-3.76971394290969,-1.3966115264661703,-0.10029300976124196,-1.2414052732975414,-1.6471507409789523,-1.7337014980797565,-2.62010822510796e-05,1.09840466024531,0.003694199999999981,0.016952254,0.016684072,1.378544131106959e-06,8.07767100000001,3007.1642777699058,29.649641,31.658901,b1c31,[[876.]],6C(50%)-3.6C,test
-3.6475238217307786,-1.33811315000358,-0.13939179368308938,-1.2810164081254085,-1.5768286730655818,-1.6788640399062527,-1.2776272108848686e-05,1.0813230393725,0.003820099999999993,0.016239462,0.015933495,1.8989050092765184e-06,8.077159666666661,3274.9698015276995,30.193592,37.14436,b1c32,[[731.]],6C(60%)-3C,train
-3.668253214351233,-1.3490054507290534,0.07968492403720542,-1.2357215984420555,-1.6296981330961093,-1.6666331810063928,-2.1812165739027016e-05,1.0966040669173367,0.004335399999999989,0.016591828,0.016214989,1.152177823129343e-06,8.110363666666672,3333.498063827802,30.119719,38.728722,b1c33,[[757.]],6C(60%)-3C,test
-3.843103835917253,-1.4251085145485836,-0.12984674365657425,-1.1972733212323619,-1.7214525870858146,-1.784954097537409,-3.129647495333547e-07,1.0800859500911144,0.004865000000000119,0.0169825,0.016567618,1.4302222387136952e-06,8.850996333333322,3233.7906158322385,29.709148,37.240925,b1c34,[[742.]],7C(30%)-3.6C,train
-3.759319457975976,-1.3988548768548348,-0.08768049532643944,-1.29762774857787,-1.6210295715266558,-1.732670882491285,3.195320964752807e-06,1.0743447123681709,0.00507919999999995,0.017059039,0.016647711,2.0468191341992143e-06,8.834273333333325,3177.636103475647,29.54327,36.075569,b1c35,[[703.]],7C(30%)-3.6C,test
-3.65615878883991,-1.34763214378522,-0.015655537161848032,-1.3021604806589417,-1.5739472868748454,-1.6688923070151103,-7.183043908475764e-06,1.0816428948352914,0.004527799999999971,0.016480684,0.016229769,2.4261424366109324e-06,9.219930000000009,3172.6413236361514,30.028351,34.868446,b1c36,[[704.]],7C(40%)-3C,train
-3.6600036122972632,-1.349434869372297,-0.2205501419268106,-1.2886953448041596,-1.5671714708941202,-1.7052473973237876,-9.680958565245865e-06,1.0785237713110696,0.004472400000000043,0.016607935,0.016318144,2.155007705627657e-06,9.269375000000014,3263.010188357595,29.988958,36.993626,b1c37,[[648.]],7C(40%)-3C,test
-3.4325733462933345,-1.2387435733580296,-0.04937203124437685,-1.3409768915392206,-1.4854622661648507,-1.5682134804005659,-9.43712430427038e-06,1.0762827994001234,0.003646500000000108,0.016260354,0.016066672,2.4956121335805413e-06,8.204151000000007,3335.779909779967,30.288816,37.995705,b1c38,[[617.]],7C(40%)-3.6C,train
-3.507486222041217,-1.2678212736969623,-0.14264054498385528,-1.27010935717558,-1.5222474326628896,-1.6123416281166276,-3.294477427340171e-06,1.0858270173386928,0.004689399999999955,0.016743599,0.016519627,2.623256042053115e-06,8.203530000000004,3317.136883985134,30.181021,38.024876,b1c39,[[625.]],7C(40%)-3.6C,test
-4.09069207383316,-1.5463603523275369,-0.20948148446317102,-1.2152819256956615,-1.8107903371878904,-1.9029623206345088,-8.20486332715938e-06,1.0873484258074624,0.004503299999999877,0.016756468,0.016480761,1.9379450340135345e-06,9.660270666666674,3312.5087322118084,30.003733,38.388569,b1c40,[[966.]],8C(15%)-3.6C,train
-4.063684103101216,-1.0289516658664888,-0.8271773429187614,4.370899142816603,-1.8143022052796483,-1.9120498775591763,-1.3855287570256206e-07,1.0828938530653474,0.0049074999999998425,0.016856873,0.016552322,1.5742043166356526e-06,9.676696000000003,3274.2589307130866,30.021296,37.576675,b1c41,[[1051.]],8C(15%)-3.6C,test
-3.670301164204065,-1.3486829124767143,-0.0004669847242842862,-1.2597156466344561,-1.5891282873836818,-1.671216112973955,2.113598021033933e-06,1.0837813903393108,0.004959500000000006,0.0167679,0.016511114,2.648428027210828e-06,8.943506333333348,3324.9216571477723,30.125891,38.397423,b1c42,[[702.]],8C(25%)-3.6C,train
-3.665037198526454,-1.3423770129194077,-0.2240162055443643,-1.3156192782509655,-1.5653538054550737,-1.7104793951481827,-2.401481014224145e-05,1.0717469502667487,0.003432099999999938,0.016111452,0.015904058,2.60147837971548e-06,8.943327000000007,3300.6384832094623,30.034327,37.725166,b1c43,[[651.]],8C(25%)-3.6C,test
-3.422325446785457,-1.2333459526566974,0.14798084973516484,-1.2802584997972972,-1.5049836236368703,-1.5334508192888334,-3.3615460729745583e-05,1.0885564602143882,0.0035623999999998546,0.017436398,0.017142953,2.926151341991355e-06,8.226860333333335,3222.779884798966,29.747217,36.804283,b1c44,[[616.]],8C(35%)-3.6C,train
-3.4231969078757474,-1.2321222779177947,0.12554701108526536,-1.280475118990162,-1.5022518983930169,-1.5347971130716593,-1.2920053184917479e-05,1.0878183732174806,0.004482499999999945,0.016685704,0.016382927,3.0135811750153332e-06,8.193651333333321,3267.0541917185533,29.696999,37.855122,b1c45,[[599.]],8C(35%)-3.6C,test
-2.7744375603533507,-0.9084755329634433,0.5979220270614367,-0.8771877448325744,-1.3579695216381054,-1.1562842268824434,-0.0003547307619047633,1.0788386304733038,0.0035296000000000216,0.017505454,0.016423751,2.4254136549165154e-06,10.27217300000004,2974.8226311614108,26.734909,33.972218,b2c0,[[300.]],1C(4%)-6C,train
-2.7346015421984182,-0.8620563506563205,0.8138418473274761,-0.6480183905899386,-1.530501752463946,-1.1403177688395485,-0.0010921046972170673,1.084408327436858,0.001545899999999989,0.017582141,0.016267318,-8.10079010513303e-06,10.324119000000064,3208.5952946653124,27.851921,38.543324,b2c1,[[148.]],2C(10%)-6C,test
-3.7149144378470265,-1.3695624388114935,0.008791130032171544,-1.3104963342017997,-1.640100578896638,-1.7048376727438908,-1.2791405071125898e-05,1.0786796212545866,0.006428299999999831,0.017894397,0.017209327,-1.3285416944958737e-06,10.077079666666688,3241.8432106267674,28.835936,39.198795,b2c2,[[438.]],2C(2%)-5C,train
-2.906422932772854,-0.9851950678674123,0.37268424645335896,-1.0448448697223827,-1.3743074175593781,-1.247765466197189,-0.00022737416821274825,1.072520538134405,0.0020588999999999746,0.016825944,0.015852956,-1.6502429066172622e-06,10.141046666666663,3331.861574484728,29.275244,39.808941,b2c3,[[335.]],2C(7%)-5.5C,test
-3.4476133369770907,-1.2306332808484914,0.33577713203609477,-1.0363919260253358,-1.6044725199385186,-1.5145343362399994,-0.00010675010018552739,1.0773306450084512,0.002749899999999972,0.016936054,0.015997788,-4.171756165739054e-06,10.132153999999911,3257.34206431395,29.794935,38.022896,b2c4,[[444.]],3.6C(22%)-5.5C,train
-3.5903896696089355,-1.2908865201585882,-0.10570699029360442,-1.2982672175265912,-1.5425675704102284,-1.6456654145082887,-1.137659863948395e-06,1.072032035804576,0.005005300000000101,0.017180175,0.016727364,-5.074050463820962e-07,10.147908666666627,3173.1990177109124,29.224894,36.829567,b2c5,[[480.]],3.6C(2%)-4.85C,test
-3.2793549463714453,-1.1590510746672218,0.49600253250229714,-0.9826714762189623,-1.525027370732872,-1.4197386923198811,-0.00021438584662956776,1.0756582428245718,0.003792100000000076,0.016829265,0.015648872,-4.541291564625926e-06,10.210921999999991,3244.5683821534185,29.188963,38.299351,b2c6,[[511.]],3.6C(30%)-6C,train
-3.611190949818468,-1.3276514101570185,0.18762799772774844,-1.2115710746751405,-1.6018266550191873,-1.6258040394392792,-6.00139245516439e-05,1.0745925687379918,0.004889700000000108,0.018265773,0.017548179,-3.53682274582567e-06,10.10301099999997,3307.3758640198635,29.682396,39.457458,b2c10,[[561.]],3.6C(9%)-5C,test
-3.604359926111958,-1.314821061645703,0.25499857600325454,-1.1506225315062,-1.6413935690651846,-1.6106330346075433,-4.145734199134551e-05,1.0763249385829725,0.004223899999999947,0.017606791,0.017036082,-3.2301707235622094e-06,10.125438666666692,3287.6891779330535,30.125391,38.132206,b2c11,[[477.]],4C(13%)-5C,train
-3.3592716144898462,-1.1872050097392868,0.4059078623790879,-1.002183965898359,-1.590143043041907,-1.466141986898073,-0.0001480130797773675,1.0765019741393522,0.0029706999999998818,0.017133227,0.016133603,-5.217305837971607e-06,10.181822000000006,3326.448461697777,29.859741,39.435226,b2c12,[[458.]],4C(31%)-5,test
-3.2432876227164513,-1.139363123323495,0.0692680084522915,-1.1839368889666582,-1.4460257712253455,-1.4434105458014492,-0.00012120364131107278,1.0851543129795915,0.00293180000000004,0.017087275,0.016480118,-1.751324353741519e-06,10.263220333333303,3303.0599334586477,29.9837,39.087688,b2c13,[[483.]],4C(40%)-6C,train
-3.490869916900237,-1.2634131098683452,-0.12479651744949363,-1.2488065433696076,-1.5318202012972513,-1.6052925296484957,-3.970303030306883e-06,1.082271562222222,0.004814700000000061,0.017164165,0.016895344,4.754703277675705e-07,10.115093666666702,3253.9720828737895,29.854347,38.206268,b2c14,[[485.]],4C(4%)-4.85C,test
-3.4592934094504706,-1.2721024154104195,-0.13538188667830905,-1.034494899643071,-1.4433455530775539,-1.6772193972818512,2.056589610389559e-05,1.0735338261673877,0.011064600000000091,0.017780064,0.016974878,-1.8592381323438994e-06,10.168702999999997,3111.5974747992873,28.374697,35.806377,b2c17,[[494.]],4.4C(24%)-5C,train
-3.7410656837353833,-1.381698866552416,0.30177876415491817,-1.075921879480115,-1.743908048985705,-1.673562460007297,-8.156308843537451e-05,1.0682831104394963,0.0037713999999999803,0.017536523,0.016697574,-3.964607173778666e-06,10.192589666666704,3262.72066610075,29.016958,38.70813,b2c18,[[487.]],4.4C(47%)-5.5C,test
-3.356591587139877,-1.2170011929120412,0.037457722344173265,-1.2610667364152501,-1.4835422520593196,-1.5160531844969234,-0.00017850782312925164,1.0512770323129244,0.0016424999999999912,0.017928939,0.01643493,-5.24727302411889e-06,10.352409666666693,3211.648525599598,29.229534,37.402428,b2c19,[[461.]],4.4C(55%)-6C,train
-3.584619070559575,-1.2080876985210884,-0.30409358115150426,-0.7490237215890678,-1.582782076217624,-1.6542527802385643,-6.3003797155350665e-06,1.088277041587714,0.006389599999999884,0.017545482,0.017116761,-1.3483976004948841e-06,10.164650999999964,3232.5918742668164,29.268984,38.40601,b2c20,[[502.]],4.4C(8%)-4.85C,test
-3.353839331946731,-1.1959369065183503,-0.08542201851886277,-1.2497897041037112,-1.48010010921985,-1.5296662516204154,-4.397544712431207e-05,1.0821369467932385,0.005136999999999947,0.017655412,0.017165525,-1.972920321583117e-06,10.1260073333334,3203.513862817374,29.150013,37.163727,b2c21,[[489.]],4.65C(19%)-4.85C,train
-3.567111116227107,-1.2628830748492834,-0.09410442632945137,-1.275487446713487,-1.5381335785327623,-1.631922627264969,-8.084566481132989e-06,1.0846159310723553,0.005646800000000063,0.017338831,0.016888004,-7.305259121830709e-07,10.13653066666661,3161.1425308430853,29.35239,36.146839,b2c22,[[513.]],4.65C(44%)-5C,test
-3.456588229162602,-1.2320784270010303,0.09465543903026943,-1.222812228760179,-1.5283461499073123,-1.5516897012247786,-6.655335683363984e-05,1.0789011737237677,0.0035600000000000076,0.017877026,0.01690297,-4.262698058132355e-06,10.279640999999973,3192.9846960728455,29.381733,36.934685,b2c23,[[527.]],4.65C(69%)-6C,train
-3.7836345979398214,-1.1674024222794606,-1.1734269466780884,2.5087516435921584,-1.7820597919314616,-1.7726000086433629,2.7728014842224286e-06,1.0719389194475368,0.0054579000000001265,0.017488673,0.016777694,8.418560667904304e-07,10.059332666666549,2977.95628203131,26.808544,36.811321,b2c24,[[495.]],4.8C(80%)-4.8C,test
-3.5974021372129963,-1.2808120812271029,0.07795088058585341,-1.2814514185638524,-1.5946400538227465,-1.6259412932002193,-3.0330352504640457e-05,1.0720936338363223,0.004897099999999988,0.017678419,0.016953357,-2.761711478045815e-06,10.062100333333365,2950.9031023816324,27.869812,33.972847,b2c25,[[461.]],4.8C(80%)-4.8C,train
-3.5565277688338512,-1.2812910244236877,0.08785789704393017,-1.11560327191706,-1.636690623952579,-1.5991261659457272,-3.7005583178725494e-05,1.0825613140350439,0.005885200000000035,0.018048871,0.017301282,-2.9135244526902415e-06,10.027302333333354,3134.1915114304716,29.097336,36.585075,b2c26,[[471.]],4.8C(80%)-4.8C,test
-3.782516625648434,-1.401616635389844,0.07188862216080273,-1.2308225015279708,-1.6926739958066543,-1.7209958546014164,4.945726654290609e-07,1.0705976959859818,0.005946000000000007,0.017624324,0.017141469,-6.508404576376516e-07,10.148966666666675,3168.2962562742487,29.155989,36.62397,b2c27,[[468.]],4.9C(27%)-4.75C,train
-3.7999012710340665,-1.4193949463882494,-0.10864848081439026,-1.1770383538731053,-1.7286261022706542,-1.7821608583774589,6.730389610389481e-06,1.0763528662914856,0.006313199999999908,0.017233955,0.01686197,-3.9804886827457115e-07,10.153167000000055,3273.1197781212677,29.461449,38.591679,b2c28,[[509.]],4.9C(61%)-4.5C,test
-3.6417016360306165,-1.3517537144723988,-0.37172156462024575,-1.2595851670874572,-1.5783057540447873,-1.741052965198576,3.2791438466294914e-05,1.0765747517897335,0.00683749999999983,0.017144648,0.016837668,2.114645095856437e-06,10.131290333333357,3315.2221787458934,30.02223,39.010788,b2c29,[[498.]],4.9C(69%)-4.25C,train
-3.7371925852429775,-1.3826619869502395,-0.08916269658485831,-1.2897305143539846,-1.6462636099814956,-1.7266553605042312,8.458444032158853e-06,1.0717198446068847,0.005877600000000038,0.017789029,0.017394017,-8.952802473716777e-07,10.115332666666655,3208.246604724019,29.613438,37.101799,b2c30,[[481.]],5.2C(10%)-4.75C,test
-3.7445144617916286,-1.3864950484549023,0.028861671850546753,-1.2349804379466987,-1.676577779159438,-1.7137818280764412,1.2657374149657487e-05,1.0785736395749328,0.006845800000000013,0.01768863,0.017417014,8.497545578230366e-07,10.146851666666723,3146.8691571097065,29.430504,35.575104,b2c31,[[492.]],5.2C(37%)-4.5C,train
-3.6851811323025743,-1.3655901940618829,-0.1755382302885589,-1.24849067785664,-1.6414852466005299,-1.7316875375292764,1.7829948051945425e-05,1.0787645322453097,0.0066597999999999935,0.017645668,0.017273866,1.494929177489382e-06,10.130383000000002,3291.516078807269,29.45435,39.249191,b2c32,[[519.]],5.2C(50%)-4.25C,test
-3.6120510468108287,-1.3337787888141908,-0.16090646172631787,-1.3181967214972776,-1.5716105151361366,-1.6868234276826137,2.068756709957001e-05,1.0835212896334772,0.006544000000000105,0.017695136,0.017406421,2.648794520717269e-06,10.129141000000041,3264.2527327545235,29.949514,37.553761,b2c33,[[520.]],5.2C(58%)-4C,train
-3.758431250590115,-1.391474552134811,-0.3014335847545629,-1.1313795903837083,-1.6883610473879838,-1.7856251676039496,2.092682498454203e-05,1.0736106127338685,0.0068525999999999865,0.017662423,0.017337065,1.4645841311069312e-06,10.16417333333336,3309.6811186555606,30.105608,38.83897,b2c34,[[499.]],5.2C(66%)-3.5C,test
-3.479989416052827,-1.2596740040982313,-0.24375303803661513,-1.2506723631308991,-1.528364280855787,-1.6269964071748229,-2.804415584435926e-07,1.0733551984790763,0.005766500000000008,0.017460613,0.016969517,-6.610008163265766e-07,10.113660999999992,3329.794110192383,30.03739,40.031326,b2c35,[[463.]],5.2C(71%)-3C,train
-3.5070816259750828,-1.2900958004250604,-0.3691567157776837,-1.2853281791434408,-1.504285964596056,-1.6685919251856995,2.405576004948259e-05,1.0839450360354559,0.006338799999999978,0.02021559,0.020022187,2.2979842918985573e-06,10.147711333333282,3308.0504729871336,29.841801,39.087948,b2c36,[[535.]],5.6C(25%)-4.5C,test
-3.5116790298526,-1.3001966182340756,-0.13120751832905805,-1.4230664266538013,-1.4793968199781733,-1.6303016416753022,3.505037847867332e-05,1.0788960700915267,0.0068574000000001245,0.018226312,0.01798249,2.92554791589373e-06,10.09795166666668,3162.593969024719,29.367825,36.40403,b2c37,[[478.]],5.6C(38%)-4.25C,train
-3.5698860078418138,-1.306891183231994,0.07197194171388153,-1.3095475547799174,-1.5981694027211242,-1.6235267511858642,1.645809276437894e-05,1.074105116056895,0.005798600000000098,0.017847016,0.017577264,2.116293543599266e-06,10.148489333333321,3185.2689138156124,29.400135,37.465702,b2c38,[[465.]],5.6C(47%)-4C,test
-3.452203945354501,-1.2547908048260368,-0.005993107244761404,-1.3456198288398826,-1.5072041010328767,-1.5773305494276997,3.186357946814643e-05,1.0842843988612656,0.0084206,0.018174672,0.017882114,3.411925256648126e-06,10.144538333333378,3180.846359701031,29.399006,36.903049,b2c39,[[459.]],5.6C(58%)-3.5C,train
-3.5329508542339263,-1.2884862520520135,-0.06497964569347188,-1.2308614658958592,-1.5949558047043173,-1.6427873311829986,-1.9930679035256196e-05,1.0822686636206968,0.006568300000000082,0.017582053,0.016943704,-1.7627499319728991e-06,10.131397333333299,3300.764381096322,29.524549,39.397137,b2c40,[[499.]],5.6C(5%)-4.75C,test
-3.684675228275558,-1.3476565227372301,-0.22185249698241283,-1.1305399699911458,-1.661980154641398,-1.7196917098014841,1.6646565244273733e-05,1.073882671637188,0.007903900000000075,0.0179385,0.017491397,3.8732463821890475e-07,10.12803633333339,3280.119791887383,29.400105,38.922901,b2c41,[[429.]],5.6C(65%)-3C,train
-3.53149698147879,-1.2055677074203344,-0.060829184851071444,-1.2427938170657211,-1.5296319756605823,-1.6095094643818733,1.1841173778610428e-05,1.0825180445817346,0.0060867000000000004,0.017394457,0.016997622,1.5481373036487713e-06,10.130496666666636,3280.6312733674713,29.589365,39.339207,b2c42,[[466.]],6C(20%)-4.5C,test
-3.32241831737248,-1.1813108415317748,-0.06534180580373194,-1.29798110107877,-1.4631992707890737,-1.521248720480263,1.2511228200380658e-05,1.0789762526143056,0.007075399999999954,0.01812768,0.017879792,2.10032625850336e-06,10.129241999999987,3268.1622667086126,29.649296,38.905258,b2c43,[[462.]],6C(31%)-4.25C,train
-3.4580794172285283,-1.2433114025108578,-0.0074050602471441565,-1.2550284711118087,-1.540262168619999,-1.5706476868405932,2.2273128014836834e-05,1.0752136421884144,0.006365600000000082,0.01761589,0.017408777,3.702520964749501e-06,10.130447000000036,3269.805380204779,29.683577,39.444595,b2c44,[[457.]],6C(40%)-4C,test
-3.575745782908104,-1.306055458374421,-0.12542582161838964,-1.2929458704415566,-1.5545680793653889,-1.6487493543563998,-7.060436611009122e-06,1.0748679741863527,0.005185599999999901,0.017153347,0.01683791,-2.3668568954850835e-07,10.098001000000124,3229.018429783872,29.381407,37.933308,b2c45,[[487.]],6C(4%)-4.75C,train
-3.3537534239169307,-1.1967635909134895,0.053674426600940496,-1.2606064102505072,-1.4913159234292037,-1.5119806431193847,2.937985776128187e-05,1.0776319656380122,0.007384199999999952,0.017752018,0.017551575,4.6365136301793974e-06,10.146967666666654,3198.8230725424983,29.27129,37.894932,b2c46,[[429.]],6C(52%)-3.5C,test
-4.070974119289717,-1.544625866426051,-0.3097853313422098,-1.157715322945633,-1.8371081713307569,-1.9367894263088548,-9.553367965369552e-06,1.0493891550995669,0.008112700000000084,0.017923383,0.017025596,-4.024561137909746e-06,10.113717333333335,3208.146408376505,29.348475,36.923679,b2c47,[[713.]],6C(60%)-3C,test
